cilindro,medidacorte,cortepassanteace,cortepassante,medidardacedb,medidaCRDacedb,infoRebaixoComp,infoRebaixoDiam,medidaRD,medidaCRD,medidaRT,medidartaced,medidaRTpassante,medidaRD_MI,medidaCRDMI,medidaRT_MI,imghasteaced,imagemdahaste,medidarebaixo,medidacomprimento,rebaixobocadechave,diamrebbocadechave,rebaixotraseira,rebaixooring,distanciaoring,diametrohaste,imgpassante,materiaprima,embolo,medidaRD_CCB,medidaRT_CCB,medidacortetubo,cortetuboccmbpassante,rosca,imagemdotubo,materiaprimatubo,diametroguia,materiaprimaguia,medidaguia,roscaguia,imagemguia,diametrotirante,materiaprimatirante,medidatirante,roscatirante,roscatiranteb,imagemtirante,rebaixoDianteiraCCMB,rebaixoTraseiraCCMB,furacao,imgAlimentacao,c,diametroc,a,diametroae,b,ctraseira,diametroctraseira,atraseira,diametroaetraseira,btraseira,roscaalimentacao,comprimentoalimentacao,diametrorebaixo,comprimentorebaixo,diamx,compx,diamz,distz,compz
CSM3F40-C,"96,5mm",,,,,,,"M12x1,25 X ",24mm,"M8x1,25 X 15mm",,,,,,,img/csm3.png,"1,5mm",6mm,"6,5mm","15,5mm",,,,Ø16,,HASTE-16,,,,"34,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM3F50-C,"115,5mm",,,,,,,"M16x1,5 X ",32mm,"M10x1,5 X 22mm",,,,,,,img/csm3.png,"1,5mm",7mm,"7,5mm",19mm,,,,Ø20,,HASTE-20,,,,"36,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM3F63-C,"115,5mm",,,,,,,"M16x1,5 X ",32mm,"M10x1,5 X 28mm",,,,,,,img/csm3.png,"1,5mm",7mm,"7,5mm",19mm,,,,Ø20,,HASTE-20,,,,"38,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTB32,81mm,,120mm,,,8mm,"11,5mm","M10x1,25 X ",22mm,M6x1 X 15mm,,M6x1 X38mm,,,,,img/haste-cpctsai1.png,1mm,7mm,8mm,"11,5mm",,,,Ø12,imgHastePassante/cpmeMachoMacho.png,HASTE-12,,,,38mm,,,imgTubo/mi-csm-ct.png,CTTUBO-32,,,,,,Ø6,HASTE-06,66mm,M6x1 X 9mm,M6x1 X 9mm,imgTirante/tirante-ctb.png,,,,,,,,,,,,,,,,,,,,,,,
CTB40,83mm,,123mm,,,8mm,15mm,"M12x1,25 X ",24mm,"M8x1,25 X 25mm",,"M8x1,25 X 40mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,15mm,,,,Ø16,imgHastePassante/cpmeMachoMacho.png,HASTE-16,,,,38mm,,,imgTubo/mi-csm-ct.png,CTTUBO-40,,,,,,Ø6,HASTE-06,66mm,M6x1 X 9mm,M6x1 X 9mm,imgTirante/tirante-ctb.png,,,,,,,,,,,,,,,,,,,,,,,
CTB50,91mm,,136mm,,,8mm,19mm,"M16x1,5 X ",32mm,"M10x1,5 X 25mm",,"M10x1,5 X 45mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,imgHastePassante/cpmeMachoMacho.png,HASTE-20,,,,"38,5mm",,,imgTubo/mi-csm-ct.png,CTTUBO-50,,,,,,Ø6,HASTE-06,66mm,"M8x1,25 X 10mm",M6x1 X 10mm,imgTirante/tirante-ctb.png,,,,,,,,,,,,,,,,,,,,,,,
CTB63,91mm,,139mm,,,8mm,19mm,"M16x1,5 X ",32mm,"M10x1,5 X 25mm",,"M10x1,5 X 48mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,imgHastePassante/cpmeMachoMacho.png,HASTE-20,,,,40mm,,,imgTubo/mi-csm-ct.png,CTTUBO-63,,,,,,Ø8,HASTE-08,70mm,"M8x1,25 X 10mm","M8x1,25 X 10mm",imgTirante/tirante-ctb.png,,,,,,,,,,,,,,,,,,,,,,,
CTB80,"114,5mm",,168mm,,,8mm,24mm,"M20x1,5 X ",40mm,"M12x1,75 X 30mm",,"M12x1,75 X 55mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,imgHastePassante/cpmeMachoMacho.png,HASTE-25,,,,42mm,,,imgTubo/mi-csm-ct.png,CTTUBO-80,,,,,,Ø10,HASTE-10,73mm,"M10x1,5 X 10mm","M10x1,5 X 10mm",imgTirante/tirante-ctb.png,,,,,,,,,,,,,,,,,,,,,,,
CTB100,"114,5mm",,"169,5mm",,,8mm,24mm,"M20x1,5 X ",40mm,"M12x1,75 X 30mm",,"M12x1,75 X 55mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,imgHastePassante/cpmeMachoMacho.png,HASTE-25,,,,48mm,,,imgTubo/mi-csm-ct.png,CTTUBO-100,,,,,,Ø10,HASTE-10,83mm,"M10x1,5 X 10mm","M10x1,5 X 10mm",imgTirante/tirante-ctb.png,,,,,,,,,,,,,,,,,,,,,,,
CTB125,152mm,,217mm,,,13mm,31mm,M27x2 X ,54mm,M14x2 X 45mm,,M14x2 X 65mm,,,,,img/haste-cpctsai1.png,2mm,12mm,13mm,31mm,,,,Ø32,imgHastePassante/cpmeMachoMacho.png,HASTE-32,,,,65mm,,,imgTubo/mi-csm-ct.png,CTTUBO-125,,,,,,Ø12,HASTE-12,111mm,"M12x1,75 X 12mm","M12x1,75 X 12mm",imgTirante/tirante-ctb.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTE32,83mm,,122mm,,,8mm,"11,5mm","M10x1,25 X ",22mm,M6x1 X 15mm,,M6x1 X 38mm,,,,,img/haste-cpctsai1.png,1mm,7mm,8mm,"11,5mm",,,,Ø12,imgHastePassante/cpmeMachoMacho.png,HASTE-12,,,,"43,5mm",,,imgTubo/mi-csm-ct.png,CTTUBO-32,,,,,,Ø6,HASTE-06,65mm,M6x1 X 9mm,M6x1 X 9mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTE40,93mm,,133mm,,,8mm,15mm,"M12x1,25 X ",24mm,"M8x1,25 X 24mm",,"M8x1,25 X 40mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,15mm,,,,Ø16,imgHastePassante/cpmeMachoMacho.png,HASTE-16,,,,"45,5mm",,,imgTubo/mi-csm-ct.png,CTTUBO-40,,,,,,Ø6,HASTE-06,77mm,M6x1 X 9mm,M6x1 X 9mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTE50,110mm,,155mm,,,8mm,19mm,"M16x1,5 X ",32mm,"M10x1,5 X 25mm",,"M10x1,5 X 45mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,imgHastePassante/cpmeMachoMacho.png,HASTE-20,,,,"45,5mm",,,imgTubo/mi-csm-ct.png,CTTUBO-50,,,,,,Ø8,HASTE-08,77mm,"M8x1,25 X 10mm","M8x1,25 X 10mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTE63,111mm,,163mm,,,8mm,19mm,"M16x1,5 X ",32mm,"M10x1,5 X25mm",,"M10x1,5 X 50mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,imgHastePassante/cpmeMachoMacho.png,HASTE-20,,,,"48,5mm",,,imgTubo/mi-csm-ct.png,CTTUBO-63,,,,,,Ø8,HASTE-08,92mm,"M8x1,25 X 10mm","M8x1,25 X 10mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTE80,135mm,,187mm,,,8mm,24mm,"M20x1,5 X ",40mm,"M12x1,75 X 30mm",,"M12x1,75 X 52mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,imgHastePassante/cpmeMachoMacho.png,HASTE-25,,,,54mm,,,imgTubo/mi-csm-ct.png,CTTUBO-80,,,,,,Ø10,HASTE-10,96mm,"M10x1,5 X 10mm","M10x1,5 X 10mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTE100,139mm,,199mm,,,8mm,24mm,"M20x1,5 X ",40mm,"M12x1,75 X 30mm",,"M12x1,75 X 60mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,imgHastePassante/cpmeMachoMacho.png,HASTE-25,,,,59mm,,,imgTubo/mi-csm-ct.png,CTTUBO-100,,,,,,Ø10,HASTE-10,103mm,"M10x1,5 X 10mm","M10x1,5 X 10mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTE125,186mm,,251mm,,,13mm,31mm,M27x2 X ,54mm,"M12x1,75 X 30mm",,M14x2 X 65mm,,,,,img/haste-cpctsai1.png,2mm,12mm,13mm,31mm,,,,Ø32,imgHastePassante/cpmeMachoMacho.png,HASTE-32,,,,68mm,,,imgTubo/mi-csm-ct.png,CTTUBO-125,,,,,,Ø12,HASTE-12,118mm,"M12x1,75 X 12mm","M12x1,75 X 12mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTE160,217mm,,292mm,,,13mm,39mm,M36x2 X ,72mm,M16x2 X 45mm,,M16x2 X 75mm,,,,,img/haste-cpctsai1.png,2mm,12mm,13mm,39mm,,,,Ø40,imgHastePassante/cpmeMachoMacho.png,HASTE-40,,,,80mm,,,imgTubo/mi-csm-ct.png,CTTUBO-160,,,,,,Ø16,HASTE-16,139mm,M16x2 X 19mm,M16x2 X 15mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTE200,240mm,,313mm,,,13mm,39mm,M36x2 X ,72mm,"M20x2,5 X 45mm",,"M20x2,5 X 75mm",,,,,img/haste-cpctsai1.png,2mm,12mm,13mm,39mm,,,,Ø40,imgHastePassante/cpmeMachoMacho.png,HASTE-40,,,,80mm,,,imgTubo/mi-csm-ct.png,CTTUBO-200,,,,,,Ø16,HASTE-16,139mm,M16x2 X 19mm,M16x2 X 15mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTE320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø25,HASTE-25,174mm,M24x3 X 32mm,M24x3 X 35mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTN32,81mm,,80mm,,,8mm,"11,5mm","M10x1,25 X ",22mm,M6x1 X 15mm,,M6x1 X 38mm,,,,,img/haste-cpctsai1.png,1mm,7mm,8mm,"11,5mm",,,,Ø12,imgHastePassante/cpmeMachoMacho.png,HASTE-12,,,,42mm,,,imgTubo/mi-csm-ct.png,CTTUBO-32,,,,,,Ø6,HASTE-06,67mm,M6x1 X 9mm,M6x1 X 9mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTN40,91mm,,87mm,,,8mm,15mm,"M12x1,25 X ",24mm,"M8x1,25 X 22mm",,"M8x1,25 X 40mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,15mm,,,,Ø16,imgHastePassante/cpmeMachoMacho.png,HASTE-16,,,,"46,5mm",,,imgTubo/mi-csm-ct.png,CTTUBO-40,,,,,,Ø6,HASTE-06,78mm,M6x1 X 9mm,M6x1 X 9mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTN50,106mm,,92mm,,,8mm,19mm,"M16x1,5 X ",32mm,"M10x1,5 X 25mm",,"M10x1,5 X 45mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,imgHastePassante/cpmeMachoMacho.png,HASTE-20,,,,47mm,,,imgTubo/mi-csm-ct.png,CTTUBO-50,,,,,,Ø8,HASTE-08,81mm,"M8x1,25 X 10mm",M6x1 X 10mm,imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTN63,"111,5mm",,105mm,,,8mm,19mm,"M16x1,5 X ",32mm,"M10x1,5 X 25mm",,"M10x1,5 X 50mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,19mm,,,,Ø20,imgHastePassante/cpmeMachoMacho.png,HASTE-20,,,,55mm,,,imgTubo/mi-csm-ct.png,CTTUBO-63,,,,,,Ø8,HASTE-08,95mm,"M8x1,25 X 10mm","M8x1,25 X 10mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTN80,134mm,,108mm,,,8mm,24mm,"M20x1,5 X ",40mm,"M12x1,75 X 30mm",,"M12x1,75 X 52mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,imgHastePassante/cpmeMachoMacho.png,HASTE-25,,,,"59,5mm",,,imgTubo/mi-csm-ct.png,CTTUBO-80,,,,,,Ø10,HASTE-10,98mm,"M10x1,5 X 10mm","M10x1,5 X 10mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTN100,142mm,,122mm,,,8mm,24mm,"M20x1,5 X ",40mm,"M12x1,75 X 30mm",,"M12x1,75 X 60mm",,,,,img/haste-cpctsai1.png,"1,5mm",7mm,8mm,24mm,,,,Ø25,imgHastePassante/cpmeMachoMacho.png,HASTE-25,,,,62mm,,,imgTubo/mi-csm-ct.png,CTTUBO-100,,,,,,Ø10,HASTE-10,"105,5mm","M10x1,5 X 10mm","M10x1,5 X 10mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
CTN125,193mm,,249mm,,,13mm,31mm,M27x2 X ,54mm,M14x2 X 45mm,,M14x2 X 65mm,,,,,img/haste-cpctsai1.png,2mm,12mm,13mm,31mm,,,,Ø32,imgHastePassante/cpmeMachoMacho.png,HASTE-32,,,,65mm,,,imgTubo/mi-csm-ct.png,CTTUBO-125,,,,,,Ø12,HASTE-12,121mm,"M12x1,75 X 12mm","M12x1,75 X 12mm",imgTirante/tirante.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø10,HASTE-10,98mm,M5 X 10,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø10,HASTE-10,126mm,M5 X 10,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø10,HASTE-10,126mm,M5 X 10,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø12,HASTE-12,143mm,M6 X 15,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø16,HASTE-16,158mm,M8 X 18,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø20,HASTE-20,173mm,M8 X 18,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø20,HASTE-20,205mm,M8 X 18,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø25,HASTE-25,238mm,M10 X 20,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø25,HASTE-25,243mm,M10 X 20,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø10,HASTE-10,98mm,M5 X 10,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø10,HASTE-10,126mm,M5 X 10,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø10,HASTE-10,126mm,M5 X 10,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø12,HASTE-12,143mm,M6 X 15,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø16,HASTE-16,158mm,M8 X 18,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø20,HASTE-20,173mm,M8 X 18,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø20,HASTE-20,205mm,M8 X 18,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø25,HASTE-25,238mm,M10 X 20,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø25,HASTE-25,243mm,M10 X 20,img/gb-gr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI12SCA,67mm,59mm,72mm,M6x1 X,16mm,,,M6x1 X ,16mm,"M3x0,5 X 10mm","M4x0,7 X 8mm F","M4x0,7 X 12mm",M6x1 X teste,16mm,"M3x0,5 X 10mm",img/novaMiMF.png,img/novaMiMF.png,"0,5mm",4mm,,,"Ø4,5 X 10mm",,,Ø6,img/csm10-16.png,HASTE-06-I,,,,24mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI12SU,67mm,59mm,72mm,M6x1 X,16mm,,,M6x1 X ,16mm,"M3x0,5 X 10mm","M4x0,7 X 8mm F","M4x0,7 X 12mm",M6x1 X ,16mm,"M3x0,5 X 10mm",img/novaMiMF.png,img/novaMiMF.png,"0,5mm",4mm,,,"Ø4,5 X 10mm",,,Ø6,img/csm10-16.png,HASTE-06-I,,,,24mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI16SCA,"81,5mm","64,5mm",72mm,M6x1 X,16mm,,,M6x1 X ,16mm,"M4x0,7 X 12mm","M4x0,7 X 8mm F","M4x0,7 X 12mm",M6x1 X ,16mm,"M5x0,8 X 12mm",img/novaMiMF.png,img/mi16-20.png,"0,5mm",4mm,,,Ø5 X 21mm,,,Ø6,img/csm10-16.png,HASTE-06-I,,,,28mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI16SU,"81,5mm","64,5mm",72mm,M6x1 X,16mm,,,M6x1 X ,16mm,"M4x0,7 X 12mm","M4x0,7 X 8mm F","M4x0,7 X 12mm",M6x1 X ,16mm,"M5x0,8 X 12mm",img/novaMiMF.png,img/mi16-20.png,"0,5mm",4mm,,,Ø5 X 21mm,,,Ø6,img/csm10-16.png,HASTE-06-I,,,,28mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI20SCAG,"89,5mm","69,5mm",78mm,M6x1 X,16mm,,,"M8x1,25 X ",20mm,"M5x0,8 X 10mm","M5x0,8 X 10mm F","M5x0,8 X 13mm","M8x1,25 X ",20mm,"M5x0,8 X 10mm",img/novaMiMF.png,img/mi16-20.png,1mm,4mm,,,"Ø6 X 19,50mm",,,Ø8,img/csm10-16.png,HASTE-08-I,,,,29mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI20SUG,"89,5mm","69,5mm",78mm,M6x1 X,16mm,,,"M8x1,25 X ",20mm,"M5x0,8 X 10mm","M5x0,8 X 10mm F","M5x0,8 X 13mm","M8x1,25 X ",20mm,"M5x0,8 X 10mm",img/novaMiMF.png,img/mi16-20.png,1mm,4mm,,,"Ø6 X 19,50mm",,,Ø8,img/csm10-16.png,HASTE-08-I,,,,29mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI25SCAG,98mm,"75,5mm",98mm,"M10x1,25 X ",22mm,,,"M10x1,25 X ",22mm,M6x1 X 12mm,"M10x1,25 X 22mm F",M6x1 X 12mm,"M10x1,25 X ",22mm,M6x1 X 12mm,img/novaMiMF.png,img/mi16-25.png,1mm,5mm,,,"Ø7,9 X 22,50mm","Ø4,8 X 2mm",16mm,Ø10,img/csm10-16.png,HASTE-10-I,,,,"28,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI25SUG,98mm,"75,5mm",98mm,"M10x1,25 X ",22mm,,,"M10x1,25 X ",22mm,M6x1 X 12mm,"M10x1,25 X 22mm F",,"M10x1,25 X ",22mm,M6x1 X 10mm,img/novaMiMF.png,img/mi16-25.png,1mm,5mm,,,"Ø7,9 X 22,50mm","Ø4,8 X 2mm",16mm,Ø10,img/csm10-16.png,HASTE-10-I,,,,"28,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI32,"88,5mm",,,,,,,"M10x1,25 X ",22mm,"M8x1,25 X 25mm F",,,"M10x1,25 X ",22mm,"M8x1,25 X 25mm F",,img/haste-cpctsai1.png,1mm,6mm,"6,5mm","11,5mm",,,,,,HASTE-12-I,,,,"30,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI40,109mm,,,,,,,"M12x1,25 X ",24mm,"M8x1,25 X 30mm F",,,"M12x1,25 X ",24mm,"M8x1,25 X 30mm F",,img/haste-cpctsai1.png,"1,5mm",6mm,"6,5mm","15,5mm",,,,,,HASTE-16-I,,,,"40,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC32,"88,5mm",,,,,,,"M10x1,25 X ",22mm,"M8x1,25 X 25mm F",,,"M10x1,25 X ",22mm,"M8x1,25 X 25mm F",,img/haste-cpctsai1.png,1mm,6mm,"6,5mm","11,5mm",,,,,,HASTE-12-I,,,,"30,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC40,109mm,,,,,,,"M12x1,25 X ",24mm,"M8x1,25 X 30mm F",,,"M12x1,25 X ",24mm,"M8x1,25 X 30mm F",,img/haste-cpctsai1.png,"1,5mm",6mm,"6,5mm","15,5mm",,,,,,HASTE-16-I,,,,"40,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC16SCA,75mm,,,,,,,M6x1 X ,16mm,"M5x0,8 X 14mm",,,M6x1 X ,16mm,"M5x0,8 X 12mm",img/novaMiMF.png,img/mi16-25.png,"0,5mm",4mm,,,,,,Ø6,img/csm10-16.png,HASTE-06-I,,,,28mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC16SU,75mm,,,,,,,M6x1 X ,16mm,"M5x0,8 X 14mm",,,M6x1 X ,16mm,"M5x0,8 X 12mm",img/novaMiMF.png,img/mi16-25.png,"0,5mm",4mm,,,,,,Ø6,img/csm10-16.png,HASTE-06-I,,,,28mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC20SCAG,"89,5mm",,,,,,,"M8x1,25 X ",20mm,"M5x0,8 X 10mm",,,"M8x1,25 X ",20mm,"M5x0,8 X 10mm",img/novaMiMF.png,img/mi16-25.png,1mm,4mm,,,"Ø6 X 19,50mm",,,Ø8,img/csm10-16.png,HASTE-08-I,,,,29mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC20SUG,"89,5mm",,,,,,,"M8x1,25 X ",20mm,"M5x0,8 X 10mm",,,"M8x1,25 X ",20mm,"M5x0,8 X 10mm",img/novaMiMF.png,img/mi16-25.png,1mm,4mm,,,"Ø6 X 19,50mm",,,Ø8,img/csm10-16.png,HASTE-08-I,,,,29mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC25SCAG,96mm,98mm,"75,5mm",,,,,"M10x1,25 X ",22mm,M6x1 X 10mm,,,"M10x1,25 X ",22mm,M6x1 X 12mm,img/novaMiMF.png,img/mi16-25.png,1mm,5mm,,,"Ø7,9 X 20,50mm","Ø4,8 X 2mm",15mm,Ø10,img/csm10-16.png,HASTE-10-I,,,,"28,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC25SUG,96mm,98mm,"75,5mm",,,,,"M10x1,25 X ",22mm,M6x1 X 10mm,,,"M10x1,25 X ",22mm,M6x1 X 10mm,img/novaMiMF.png,img/mi16-25.png,1mm,5mm,"5,5mm","9,7mm","Ø7,9 X 20,50mm","Ø4,8 X 2mm",15mm,Ø10,img/csm10-16.png,HASTE-10-I,,,,"28,5mm",,,imgTubo/mi-csm-ct.png,CSMTUBO-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI12SCA,67mm,,,,,,,M6x1 X ,16mm,"M3x0,5 X 10mm",,,M6x1 X 16mm,,"M3x0,5 X 10mm",img/novaMiMF.png,img/novaMiMF.png,"0,5mm",4mm,,,"Ø4,5 X 10mm",,,Ø6,img/csm10-16.png,HASTE-06-I,,,,24mm,,,imgTubo/mi-csm-ct.png,CSMTUBO-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
